id,sexo,edad,ent,p1_riesgo,p2_riesgo,p3_riesgo,p4_riesgo,p5_ansiedad,p6_ansiedad,p7_sintomas,p8_sintomas,p9_sintomas,p10_sintomas,p11_sintomas,p12a_sintomas,p12b_sintomas,p12c_sintomas,p12d_sintomas,p12e_sintomas,p12f_sintomas,p13_sintomas,p14_sintomas,p15_cuarentena,p16_cuarentena,p17_economia,p18_economia,p19_economia,p20_economia,p21_economia,p22_economia,p23_economia,p24_economia,p25_economia,p26_economia,p27_economia,p28_economia,p29_economia,p29a_economia,p30_economia,p31_economia,p32_economia,p32a_economia,p33_economia,p34_economia,p35_cuarentena,p36_cuarentena,p37_expectativas,p38_expectativas,p39_expectativas,p40_depresion,p41_depresion,p42_depresion,p43_depresion,p44_depresion,p45_depresion,p46_depresion,p47_alimentacion,p48_alimentacion,p49_alimentacion,p50_alimentacion,p51_alimentacion,p52_alimentacion,p53_alimentacion,p54_alimentacion,p55_socio,p56_socio,p57_socio,p58_socio,p60_socio,p60g_socio,p61_socio,p62_socio,p63_socio,p64_socio,p65_socio,p66_socio,p67_socio,p68_socio,nse,gpo_edad3,gpo_edad4,gpo_edad5,factor_i,factor_i_n,factor_h,factor_h_n,factor_i_pop,factor_i_pop_n,factor_h_pop,factor_h_pop_n
349,1,50,21,3,3,2,3,0,0,0,,,,,,,,,,,,,0,12,-1,999,0,0,998,5,0,998,2,0,5000,1,2,9512,0,0,,,,,,,5,3,3,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,3,0,1,0,3,4,1,1,0,0,0,1,100,,2,3,4,4,77470.82017984269,.93674976,35571.98,.95235956,77470.82017989685,.93674976,31128.43,.95235968
350,1,69,21,3,3,2,0,0,0,0,,,,,,,,,,,,,0,2,0,0,0,0,998,5,9,,5,1,99998,0,,,,,1,2411,1,0,0,12,5,5,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,6,8,1,2,0,0,0,0,2600,,3,3,4,5,69729.49362816619,.84314436,32017.426,.8571943,69729.49362821494,.84314436,28017.9,.85719442
58,1,21,11,1,3,1,10,3,2,0,,,,,,,,,,,,,0,10,1,80,1,0,30,1,0,998,3,1,99998,0,,,,,4,5112,0,0,0,13,3,4,3,1,3,3,0,0,0,1,1,0,0,0,0,0,0,0,10,1,2,0,4,3,2,3,0,1,0,,1500,,4,1,1,1,82949.88514449773,1.0030007,37279.098,.99806374,82949.88514455572,1.0030007,32622.299,.99806386
351,0,50,21,3,3,3,5,0,0,0,,,,,,,,,,,,,0,10,-1,-60,0,0,998,5,0,998,5,1,99998,1,1,9512,0,0,,,,,,,2,3,3,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,9,3,0,0,3,5,2,4,3,1,5,4,20000,,6,3,4,4,68944.73108839334,.8336553,31657.09,.84754711,68944.73108844153,.8336553,27702.576,.84754723
352,0,79,21,3,3,1,5,0,3,0,,,,,,,,,,,,,1,,-1,-60,1,2,999,1,9,,2,1,99998,1,4,9221,0,1,,,,,,,2,1,1,3,2,2,9,2,0,3,1,0,1,1,1,1,1,0,2,0,0,1,1,,0,1,0,0,2,2,1500,,1,3,4,5,77926.69588557859,.94226205,35781.305,.95796365,77926.69588563307,.94226205,31311.605,.95796376
59,0,36,11,3,3,1,8,0,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,9,,4,1,99998,1,1,9899,1,0,,,,,,,2,2,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,4,2,1,1,2,,999999,,6,2,3,3,78189.60760777333,.94544107,35139.746,.94078743,78189.60760782799,.94544107,30750.189,.94078755
353,0,20,21,3,3,3,7,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,0,998,3,1,99998,0,,,,,1,4999,0,0,0,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,2,3,1,1,1,3,999999,4,5,1,1,1,119261.0934992352,1.442063,54760.66,1.4660932,119261.0934993185,1.442063,47920.113,1.4660933
354,1,48,29,2,2,2,6,2,0,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,2,0,998,2,0,15000,1,1,8342,0,0,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,6,3,2,4,2,0,2,4,38000,,5,3,3,4,72508.09383973658,.87674224,30194.385,.8083865,72508.09383978727,.87674224,26422.588,.80838662
355,1,32,13,2,2,1,7,2,0,0,,,,,,,,,,,,,0,21,-1,999,1,1,100,1,0,998,2,0,3000,0,,,,,10,.a,,,,,2,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5,0,1,0,4,3,2,3,0,0,1,2,2000,,3,2,2,2,69524.49546376,.84066564,31776.693,.85074925,69524.49546380861,.84066564,27807.238,.85074937
356,1,54,21,3,3,1,6,0,1,0,,,,,,,,,,,,,1,,-1,-50,1,1,100,1,0,998,4,1,99998,0,,,,,2,4999,0,1,1,9,2,2,2,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,5,0,0,1,4,3,1,4,0,1,4,2,999999,1,4,3,4,4,82713.30707409381,1.0001401,37979.152,1.0168061,82713.30707415164,1.0001401,33234.906,1.0168062
60,0,48,11,2,2,1,10,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,2,0,998,3,0,8000,1,1,9221,1,0,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,5,1,2,0,0,2,,999999,9,2,3,3,4,84250.86171089552,1.0187316,37863.777,1.0137173,84250.86171095441,1.0187316,33133.941,1.0137174
357,1,43,21,2,2,1,10,0,0,0,,,,,,,,,,,,,0,13,0,0,1,1,50,1,0,998,3,1,99998,1,1,9221,1,0,,,,,,,2,2,1,0,9,0,0,2,1,2,0,0,0,0,0,0,0,0,5,3,1,0,3,6,1,1,0,0,2,1,5000,,2,2,3,3,70724.92629797391,.8551808,32474.494,.86943132,70724.92629802335,.8551808,28417.873,.86943144
358,1,26,21,2,2,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,3,0,998,3,1,99998,1,1,2162,1,0,,,,,,,1,1,1,3,3,2,2,3,2,3,0,0,0,0,0,0,0,0,2,0,0,0,6,4,2,3,1,1,0,0,30000,,6,1,2,2,63577.76958915989,.76875991,29192.762,.78157032,63577.76958920434,.76875991,25546.086,.78157043
61,1,50,11,3,3,1,10,0,0,0,,,,,,,,,,,,,0,21,1,20,1,0,20,1,0,998,2,0,12000,1,9,.a,,,,,,,,,1,1,1,0,1,2,0,0,3,0,1,0,1,0,0,0,0,0,9,1,2,1,1,,0,3,0,0,0,,999999,2,1,3,4,4,72755.98920283333,.8797397,32697.785,.87540942,72755.9892028842,.8797397,28613.271,.87540954
62,1,28,11,2,1,2,7,1,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,0,,,,,10,.a,,,,,5,5,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,7,,2,3,0,1,3,,999999,9,7,1,2,2,61206.64938454462,.74008918,27507.314,.73644632,61206.64938458741,.74008918,24071.18,.73644638
359,1,32,25,3,3,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,4,0,998,3,0,99999,1,3,9999,1,0,,,,,,,1,1,1,3,3,3,3,1,0,3,0,0,0,0,0,0,0,0,2,0,0,1,5,2,1,2,0,0,0,0,23000,,2,2,2,2,57523.38751358023,.69555247,25163.807,.67370415,57523.38751362044,.69555247,22020.416,.67370427
360,1,74,25,3,3,3,1,0,0,0,,,,,,,,,,,,,0,99,0,0,0,0,998,4,0,998,4,1,99998,1,6,.a,8,8,,,,,,,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,6,5,1,2,1,1,0,2,17000,,5,3,4,5,69396.95594778629,.83912343,30357.941,.81276536,69396.95594783481,.83912343,26565.713,.81276548
63,0,30,11,4,9,4,5,3,0,0,,,,,,,,,,,,,0,10,-1,999,0,0,998,5,0,998,4,0,5000,1,1,8349,0,0,,,,,,,1,1,4,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,8,1,1,2,3,5,1,3,0,0,2,,5000,,2,2,2,2,94822.84044387279,1.1465642,42615.008,1.1409206,94822.84044393907,1.1465642,37291.66,1.1409208
361,0,55,25,3,4,1,3,0,1,0,,,,,,,,,,,,,0,12,0,0,0,0,998,5,0,998,5,0,10000,1,1,8341,,,,,,,,,2,2,2,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,6,0,0,0,4,3,1,3,1,1,2,6,10000,,4,3,4,4,72606.28069389389,.87792945,31761.871,.85035247,72606.28069394465,.87792945,27794.27,.85035253
362,1,60,25,3,3,2,9,1,1,0,,,,,,,,,,,,,1,,-1,-60,0,0,998,3,1,60,1,1,99998,1,5,.a,8,8,,,,,,,2,2,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,3,0,0,1,4,2,2,1,0,1,1,1,2800,,3,3,4,5,56713.76264429751,.68576276,24809.635,.664222,56713.76264433715,.68576276,21710.484,.66422206
64,0,60,22,3,2,2,8,1,1,0,,,,,,,,,,,,,1,,1,10,0,0,998,4,0,998,5,1,99998,1,6,.a,8,8,,,,,,,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,6,8,3,3,2,1,3,,999999,9,7,3,4,5,78426.38632095426,.94830412,34948.273,.9356612,78426.38632100909,.94830412,30582.635,.93566132
363,0,50,16,2,2,2,8,1,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,0,99999,1,1,4211,0,0,,,,,,,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,1,2,0,0,4,4,5000,,4,3,4,4,92336.899532504,1.1165051,42486.797,1.1374881,92336.89953256854,1.1165051,37179.469,1.1374882
65,1,58,11,9,,,,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,1,999,1,0,99999,1,1,5101,1,0,,,,,,,5,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,1,0,0,0,,2200,,2,3,4,4,78063.40604127581,.94391513,35083.031,.93926901,78063.40604133038,.94391513,30700.559,.93926907
66,1,45,11,3,3,1,4,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,1,100,1,0,998,2,0,7000,0,,,,,1,6121,0,0,1,9,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,1,3,1,0,2,,5000,,3,3,3,4,70262.86492787645,.8495937,31577.334,.84541184,70262.86492792556,.8495937,27632.783,.84541196
364,0,60,25,2,1,1,10,0,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,6,.a,8,8,,,,,,,5,5,2,3,0,0,0,2,2,3,1,0,0,0,0,0,0,0,4,0,0,0,6,4,2,4,2,1,2,4,15000,,6,3,4,5,56075.48414696399,.67804492,24530.416,.65674657,56075.48414700318,.67804492,21466.146,.65674663
67,0,53,11,3,3,1,6,0,0,0,,,,,,,,,,,,,1,,-1,-70,0,0,998,2,0,998,2,0,12000,1,1,7311,0,0,,,,,,,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,6,1,2,0,3,6,4,3,2,1,0,,25000,,5,3,4,4,92790.74649234001,1.1219929,41701.75,1.1164702,92790.74649240487,1.1219929,36492.484,1.1164703
365,0,57,25,4,3,1,3,1,3,1,2,0,,1,,,,,,0,0,,1,,-1,-50,0,0,998,5,0,998,4,1,99998,1,1,7121,1,0,,,,,,,2,5,3,1,0,3,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,2,0,0,1,1,1000,,1,3,4,4,63380.87234185597,.76637912,27726.184,.74230605,63380.87234190028,.76637912,24262.709,.74230611
366,1,36,25,3,2,1,8,0,1,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,2,0,998,2,0,5000,0,,,,,2,7512,0,1,1,9,2,5,1,1,3,0,0,1,3,1,1,0,1,0,0,0,0,0,4,1,0,2,3,4,1,2,1,0,0,1,999999,1,2,2,3,3,57523.38751358023,.69555247,25163.807,.67370415,57523.38751362044,.69555247,22020.416,.67370427
367,0,22,13,3,3,2,5,1,0,0,,,,,,,,,,,,,1,,-1,-80,1,2,50,1,0,998,3,0,3000,0,,,,,1,9221,0,1,1,9,2,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,1,0,4,3,0,2,2,0,2,3,2500,,3,1,1,1,106447.0946305774,1.2871206,48652.445,1.3025594,106447.0946306518,1.2871206,42574.918,1.3025596
368,1,53,25,1,3,1,8,0,0,0,,,,,,,,,,,,,1,,-1,-25,0,0,998,5,9,,4,1,99998,0,,,,,1,1211,1,0,0,10,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,6,5,3,4,2,1,3,4,999999,5,7,3,4,4,49639.81472438036,.60022706,21715.111,.5813731,49639.81472441505,.60022706,19002.521,.58137316
369,0,30,13,2,2,1,5,0,0,0,,,,,,,,,,,,,0,10,-1,999,1,0,999,1,0,998,2,0,99999,1,1,9512,0,0,,,,,,,2,2,2,1,0,0,0,0,1,1,1,0,9,0,1,1,8,1,5,2,1,1,4,3,0,2,0,0,0,1,999999,1,1,2,2,2,95788.16559077389,1.1582366,43780.699,1.1721295,95788.16559084086,1.1582366,38311.738,1.1721296
370,0,57,25,3,3,2,8,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,1,4999,0,0,,,,,,,5,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,2,3,1,1,2,1,20000,,6,3,4,4,56075.48414696399,.67804492,24530.416,.65674657,56075.48414700318,.67804492,21466.146,.65674663
68,1,34,11,4,1,2,5,0,0,0,,,,,,,,,,,,,0,10,-1,-40,0,0,998,2,0,998,3,1,99998,1,1,2135,0,0,,,,,,,2,1,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,7,,1,1,1,1,0,,100000,,6,2,2,2,58764.88886225556,.71056426,26409.947,.70706671,58764.88886229664,.71056426,23110.891,.70706683
371,0,61,25,3,9,3,6,1,2,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,1,999,1,1,99998,1,2,9512,0,0,,,,,,,2,3,2,0,1,1,2,0,1,2,1,1,0,1,0,0,1,0,1,0,0,0,3,3,1,1,0,0,0,0,999999,1,2,3,4,5,68004.39148836274,.82228506,29748.76,.79645592,68004.39148841029,.82228506,26032.629,.79645598
372,0,28,25,3,3,3,2,0,0,0,,,,,,,,,,,,,1,,1,5,0,0,998,5,0,998,2,1,99998,1,1,2122,1,0,,,,,,,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,6,5,1,2,1,1,1,2,10000,,5,1,2,2,96999.77724609316,1.172887,42432.891,1.136045,96999.77724616099,1.172887,37132.297,1.1360451
69,1,54,11,2,3,2,5,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,3,100,1,9,,3,0,2000,0,,,,,1,9221,0,0,1,9,2,2,3,0,1,0,2,2,1,0,1,0,1,1,0,0,0,0,3,0,0,0,3,4,0,2,0,0,3,,999999,2,2,3,4,4,78063.40604127581,.94391513,35083.031,.93926901,78063.40604133038,.94391513,30700.559,.93926907
70,1,22,11,3,3,1,8,2,1,1,1,0,,1,,,,,,0,0,,1,,-1,-50,0,0,998,4,1,50,1,0,4000,1,1,7341,1,0,,,,,,,2,2,2,2,2,1,0,1,2,0,1,1,1,1,0,0,0,0,11,0,4,2,3,6,1,3,0,0,5,,15000,,4,1,1,1,82949.88514449773,1.0030007,37279.098,.99806374,82949.88514455572,1.0030007,32622.299,.99806386
