id,sexo,edad,ent,p1_riesgo,p2_riesgo,p3_riesgo,p4_riesgo,p5_ansiedad,p6_ansiedad,p7_sintomas,p8_sintomas,p9_sintomas,p10_sintomas,p11_sintomas,p12a_sintomas,p12b_sintomas,p12c_sintomas,p12d_sintomas,p12e_sintomas,p12f_sintomas,p13_sintomas,p14_sintomas,p15_cuarentena,p16_cuarentena,p17_economia,p18_economia,p19_economia,p20_economia,p21_economia,p22_economia,p23_economia,p24_economia,p25_economia,p26_economia,p27_economia,p28_economia,p29_economia,p29a_economia,p30_economia,p31_economia,p32_economia,p32a_economia,p33_economia,p34_economia,p35_cuarentena,p36_cuarentena,p37_expectativas,p38_expectativas,p39_expectativas,p40_depresion,p41_depresion,p42_depresion,p43_depresion,p44_depresion,p45_depresion,p46_depresion,p47_alimentacion,p48_alimentacion,p49_alimentacion,p50_alimentacion,p51_alimentacion,p52_alimentacion,p53_alimentacion,p54_alimentacion,p55_socio,p56_socio,p57_socio,p58_socio,p60_socio,p60g_socio,p61_socio,p62_socio,p63_socio,p64_socio,p65_socio,p66_socio,p67_socio,p68_socio,nse,gpo_edad3,gpo_edad4,gpo_edad5,factor_i,factor_i_n,factor_h,factor_h_n,factor_i_pop,factor_i_pop_n,factor_h_pop,factor_h_pop_n
697,0,62,15,4,4,1,99,0,0,0,,,,,,,,,,,,,1,,-1,999,0,0,998,5,0,998,2,0,450,1,8,.a,8,8,,,,,,,1,1,1,3,3,9,3,9,9,3,1,1,1,1,1,1,1,1,1,0,0,0,3,6,0,1,0,0,0,0,700,,1,3,4,5,83335.10180297281,1.0076586,35369.938,.94695026,83335.10180303105,1.0076586,30951.625,.94695038
698,0,70,15,1,9,9,5,3,3,0,,,,,,,,,,,,,1,,1,5,0,0,998,3,0,998,4,1,99998,1,1,9111,0,0,,,,,,,2,2,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,3,0,0,3,1,,2,2,1,0,1,0,999999,9,2,3,4,5,89414.24562863592,1.0811654,37950.109,1.0160285,89414.24562869842,1.0811654,33209.488,1.0160286
699,0,61,15,4,9,2,8,0,0,0,,,,,,,,,,,,,1,,-1,-20,1,0,0,1,1,40,1,1,99998,1,2,5314,1,0,,,,,,,2,2,2,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,1,3,1,1,0,3,999999,2,4,3,4,5,95464.94974896533,1.1543285,40518.211,1.0847837,95464.94974903206,1.1543285,35456.789,1.0847838
700,0,50,15,1,1,1,10,0,0,0,,,,,,,,,,,,,0,12,0,0,0,0,998,5,0,998,5,1,99998,1,1,1999,1,0,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,5,2,3,5,1,2,4,999999,9,7,3,4,4,70441.2031146215,.85175014,29897.375,.80043477,70441.20311467074,.85175014,26162.68,.80043489
701,1,45,15,3,3,1,10,0,3,0,,,,,,,,,,,,,1,,1,60,0,0,998,2,1,80,1,1,99998,0,,,,,1,9311,1,0,1,9,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,3,0,0,1,1,,1,3,1,0,1,2,4400,,2,3,3,4,82847.5866078876,1.0017637,35163.02,.94141054,82847.58660794552,1.0017637,30770.555,.94141066
702,1,49,15,2,2,2,10,3,1,0,,,,,,,,,,,,,1,,-1,-50,1,1,60,1,1,50,1,0,8000,0,,,,,1,9221,0,0,1,9,2,3,2,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,6,0,2,0,3,4,1,3,0,0,1,1,5000,,2,3,3,4,82847.5866078876,1.0017637,35163.02,.94141054,82847.58660794552,1.0017637,30770.555,.94141066
703,1,44,15,3,3,3,9,1,1,0,,,,,,,,,,,,,1,,-1,-100,1,3,75,1,1,100,1,0,2500,1,1,7332,0,0,,,,,,,2,2,2,0,3,0,3,1,3,1,0,0,0,0,0,0,0,0,9,2,1,2,1,,0,3,0,0,3,2,999999,,2,2,3,3,75633.50230713611,.91453356,32101.145,.85943574,75633.50230718899,.91453356,28091.16,.8594358
704,0,40,15,3,3,1,5,0,0,0,,,,,,,,,,,,,1,,-1,-80,1,1,50,1,0,998,4,0,6000,1,1,9111,0,0,,,,,,,2,2,2,1,1,2,1,3,0,1,1,1,1,1,1,1,0,0,6,0,1,0,3,6,0,2,0,0,1,0,999999,1,1,2,3,3,93792.16901962289,1.1341017,39808.23,1.0657756,93792.16901968844,1.1341017,34835.5,1.0657758
705,1,22,15,3,3,1,4,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,0,,,,,4,1999,0,1,1,9,2,2,1,0,0,9,9,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,1,4,1,1,2,3,999999,9,4,1,1,1,88033.53763464344,1.0644704,37364.094,1.0003393,88033.53763470496,1.0644704,32696.678,1.0003394
706,1,37,15,3,4,3,1,0,0,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,2,1,50,1,0,99999,1,2,9511,0,0,,,,,,,1,5,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,3,1,1,1,0,0,1,1,500,,2,2,3,3,75633.50230713611,.91453356,32101.145,.85943574,75633.50230718899,.91453356,28091.16,.8594358
707,0,40,15,4,1,1,10,0,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,2,0,998,5,1,99998,1,1,9111,,,,,,,,,5,5,5,1,0,3,0,1,0,1,1,1,1,1,1,1,1,0,5,2,0,0,4,8,0,3,1,0,1,0,999999,9,2,2,3,3,100634.1368441687,1.2168324,42712.168,1.143522,100634.1368442391,1.2168324,37376.688,1.1435221
708,0,35,15,1,3,1,10,3,1,0,,,,,,,,,,,,,1,,-1,-100,0,0,998,2,0,998,2,0,10000,1,9,.a,,,,,,,,,1,2,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,6,3,1,0,4,3,0,1,1,0,0,1,999999,1,2,2,3,3,100634.1368441687,1.2168324,42712.168,1.143522,100634.1368442391,1.2168324,37376.688,1.1435221
709,0,30,15,2,2,1,9,0,1,0,,,,,,,,,,,,,1,,-1,-50,1,1,100,1,0,998,2,0,2000,1,1,7121,0,0,,,,,,,2,3,2,2,2,2,2,0,2,1,1,1,1,1,0,1,0,0,4,2,0,0,3,6,0,1,0,0,1,1,2000,,1,2,2,2,93792.16901962289,1.1341017,39808.23,1.0657756,93792.16901968844,1.1341017,34835.5,1.0657758
710,1,42,15,3,3,3,3,0,0,0,,,,,,,,,,,,,1,,-1,-30,0,0,998,4,0,998,4,1,99998,0,,,,,1,9511,0,0,0,15,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,3,1,3,2,1,1,1,999999,4,5,2,3,3,83299.90929934529,1.007233,35355,.94655031,83299.90929940352,1.007233,30938.553,.94655043
711,1,40,15,3,3,1,5,3,3,0,,,,,,,,,,,,,0,11,-1,-100,1,0,100,1,0,998,5,0,4500,0,,,,,8,.a,8,8,,,1,2,1,3,3,3,3,2,0,3,1,0,1,1,0,1,0,0,5,0,2,0,1,,1,2,0,0,0,2,999999,1,1,2,3,3,70491.29107075959,.85235578,29918.635,.80100393,70491.29107080886,.85235578,26181.283,.80100405
712,0,41,15,3,3,3,7,2,1,1,1,0,,0,0,0,0,0,0,1,0,,0,10,0,0,0,0,998,4,0,998,3,0,3000,1,9,.a,,,,,,,,,2,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,,1,1,1,1,2,1,999999,9,6,2,3,3,82981.52254202972,1.0033833,35219.867,.94293243,82981.52254208773,1.0033833,30820.301,.94293255
713,0,35,15,4,4,2,5,2,2,0,,,,,,,,,,,,,0,10,0,0,0,0,998,2,0,998,3,0,2000,1,1,9221,1,0,,,,,,,5,3,1,2,2,2,2,0,1,2,0,0,0,1,1,0,0,0,2,0,0,0,3,1,1,2,0,0,0,2,4000,,2,2,3,3,100634.1368441687,1.2168324,42712.168,1.143522,100634.1368442391,1.2168324,37376.688,1.1435221
714,1,27,15,1,1,2,9,0,0,1,2,0,,0,1,0,0,0,0,1,0,,1,,-1,-50,0,0,998,2,1,50,1,0,2000,0,,,,,1,8999,0,0,0,10,2,2,2,1,1,2,1,1,3,3,1,0,1,1,0,0,0,0,5,1,2,0,3,6,0,1,0,0,1,1,3200,,1,1,2,2,76847.9304723916,.92921799,32616.584,.87323546,76847.93047244532,.92921799,28542.213,.87323558
715,1,26,15,2,2,2,5,1,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,4,1,50,1,0,4000,0,,,,,1,8352,1,0,0,10,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,5,3,1,2,0,0,1,1,6000,,2,1,2,2,82453.84697022878,.99700278,34995.906,.93693638,82453.84697028642,.99700278,30624.316,.9369365
716,1,28,15,1,2,3,9,2,3,1,1,0,,1,,,,,,0,0,,0,12,-1,-50,1,1,50,1,1,80,1,1,99998,1,3,9999,0,0,,,,,,,1,2,1,0,0,2,3,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,6,5,1,1,1,1,2,1,999999,4,5,1,2,2,90811.58169974256,1.0980616,38543.18,1.0319067,90811.58169980603,1.0980616,33728.477,1.0319068
717,1,39,15,1,1,1,10,1,0,0,,,,,,,,,,,,,1,,1,50,0,0,998,3,0,998,4,1,99998,0,,,,,1,3999,1,0,1,9,5,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,1,0,0,6,5,2,3,3,1,2,1,999999,9,7,2,3,3,59584.6317421808,.72047627,25289.52,.67706978,59584.63174222245,.72047627,22130.424,.6770699
718,1,32,15,1,3,1,8,0,3,0,,,,,,,,,,,,,1,,-1,-50,1,1,100,1,9,,3,0,3000,0,,,,,1,9111,0,0,0,10,2,1,1,2,2,2,2,0,3,2,1,0,1,1,1,0,0,0,6,0,2,0,4,3,0,2,0,1,1,0,4000,,2,2,2,2,75633.50230713611,.91453356,32101.145,.85943574,75633.50230718899,.91453356,28091.16,.8594358
719,0,26,15,3,3,1,5,1,0,0,,,,,,,,,,,,,0,11,-1,-50,0,0,998,3,0,998,4,0,5000,0,,,,,1,9511,0,0,0,15,2,3,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,7,0,0,0,4,3,0,2,0,0,3,2,1500,,2,1,2,2,115800.4315403672,1.4002179,49149.203,1.3158591,115800.4315404482,1.4002179,43009.625,1.3158592
720,1,35,15,3,3,3,6,0,0,0,,,,,,,,,,,,,0,21,0,0,0,0,998,5,0,998,5,1,99998,0,,,,,1,9999,0,0,1,9,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,5,10,5,0,10,99,999999,9,6,2,3,3,62366.34380191385,.75411177,26470.162,.70867884,62366.34380195744,.75411177,23163.584,.70867896
721,1,38,15,2,2,1,10,1,3,0,,,,,,,,,,,,,1,,-1,-50,1,0,100,1,0,998,2,0,3000,0,,,,,1,9221,0,0,0,10,2,2,2,3,3,2,3,2,2,3,1,0,1,1,1,1,1,1,6,2,2,0,3,4,0,2,0,0,0,1,2000,,1,2,3,3,70491.29107075959,.85235578,29918.635,.80100393,70491.29107080886,.85235578,26181.283,.80100405
722,0,27,15,3,3,1,5,0,2,0,,,,,,,,,,,,,1,,-1,-50,1,1,40,1,0,998,2,1,99998,0,,,,,1,5313,1,0,1,9,2,2,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,6,1,2,2,4,2,1,2,0,0,2,3,999999,3,2,1,2,2,115800.4315403672,1.4002179,49149.203,1.3158591,115800.4315404482,1.4002179,43009.625,1.3158592
723,1,45,15,2,4,1,5,1,1,0,,,,,,,,,,,,,1,,0,0,1,1,100,1,0,998,5,9,,1,1,9611,0,0,,,,,,,3,2,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,3,0,1,0,4,3,0,1,0,0,1,1,999999,9,1,3,3,4,77214.90032778175,.93365526,32772.336,.87740541,77214.90032783574,.93365526,28678.51,.87740552
724,0,33,15,1,2,3,7,0,0,0,,,,,,,,,,,,,0,12,-1,-75,0,0,998,3,0,998,2,0,9000,1,4,4999,0,0,,,,,,,1,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,6,0,1,0,4,3,0,5,1,0,3,4,15000,,3,2,2,2,90578.19947641758,1.0952395,38444.125,1.0292547,90578.19947648089,1.0952395,33641.793,1.0292548
725,0,26,15,2,2,1,5,0,1,0,,,,,,,,,,,,,1,,-1,-90,1,2,50,1,1,100,1,0,10000,1,1,9611,0,0,,,,,,,2,2,2,0,2,1,2,0,2,2,1,0,1,1,1,0,0,0,15,3,5,0,3,6,1,6,0,0,3,2,8200,,3,1,2,2,104228.9914381713,1.2603002,44237.934,1.1843709,104228.9914382442,1.2603002,38711.859,1.184371
726,1,31,15,2,2,1,7,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,1,80,1,0,998,2,0,5000,1,9,.a,,,,,,,,,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,1,1,1,0,1,1,999999,3,4,2,2,2,80751.65703547136,.97642046,34273.445,.91759413,80751.65703552782,.97642046,29992.104,.91759425
727,1,22,15,3,2,1,8,1,0,1,1,1,1,,,,,,,,0,,1,,1,20,0,0,998,5,0,998,5,1,99998,0,,,,,1,1211,1,0,0,12,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,1,1,7,,2,4,3,1,3,5,999999,6,7,1,1,1,64957.74964243151,.78544617,27570.033,.73812538,64957.74964247692,.78544617,24126.063,.7381255
728,1,33,15,3,3,2,5,0,0,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,5,0,998,4,1,99998,0,,,,,1,9511,0,1,1,9,2,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,2,0,0,4,6,2,3,0,1,1,3,999999,9,4,2,2,2,80751.65703547136,.97642046,34273.445,.91759413,80751.65703552782,.97642046,29992.104,.91759425
729,1,28,4,4,2,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-70,0,0,998,3,1,60,1,0,2500,0,,,,,10,.a,,,,,2,2,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,7,1,1,0,5,3,2,2,0,1,3,3,5600,,5,1,2,2,85878.22265915236,1.0384091,38214.773,1.0231143,85878.22265921239,1.0384091,33441.09,1.0231144
730,1,20,4,3,3,2,4,3,0,0,,,,,,,,,,,,,1,,-1,-30,0,0,998,5,0,998,2,0,3000,0,,,,,1,9211,0,0,0,10,2,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,1,2,0,0,1,0,8000,,2,1,1,1,77974.52369704797,.94284034,34697.723,.92895317,77974.52369710249,.94284034,30363.381,.92895329
731,0,43,4,4,2,2,3,0,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,2,0,998,5,1,99998,1,1,8322,1,0,,,,,,,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,6,4,1,2,0,1,1,2,37000,,4,2,3,3,101607.1722542718,1.228598,45213.965,1.2105019,101607.1722543428,1.228598,39565.965,1.210502
732,1,36,4,2,2,2,9,0,1,0,,,,,,,,,,,,,1,,-1,-50,1,0,10,1,0,998,2,0,3600,0,,,,,8,.a,8,8,,,1,1,1,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,3,0,0,0,1,,0,1,0,0,0,1,999999,1,1,2,3,3,66661.8362635894,.80605137,29663.711,.79417896,66661.836263636,.80605137,25958.205,.79417908
733,0,40,4,2,3,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-20,0,0,998,4,0,998,4,9,,1,1,9111,0,0,,,,,,,2,5,2,1,3,1,2,9,2,1,1,0,8,1,0,0,0,0,3,0,0,0,3,6,0,2,0,0,2,1,3600,,2,2,3,3,95167.1653467041,1.1507277,42348.238,1.1337786,95167.16534677063,1.1507277,37058.219,1.1337787
734,1,28,16,2,2,2,8,1,0,0,,,,,,,,,,,,,0,10,-1,-80,1,3,50,1,1,50,1,0,6000,0,,,,,1,9221,1,0,0,10,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,10,0,1,0,3,3,0,3,0,0,5,4,999999,4,3,1,2,2,71782.83724415807,.86797267,33029.297,.88428491,71782.83724420826,.86797267,28903.371,.88428497
735,1,20,4,1,1,3,5,2,2,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,5,0,998,3,0,3000,0,,,,,1,9231,1,0,1,9,2,1,1,2,2,3,0,0,3,3,0,0,0,0,0,0,0,0,7,1,2,0,4,3,1,2,1,1,0,5,5200,,4,1,1,1,83251.09644557824,1.0066428,37045.73,.99181592,83251.09644563645,1.0066428,32418.084,.99181604
736,1,30,6,3,3,2,6,1,3,1,1,0,,9,,,,,,0,9,,0,10,0,0,0,0,998,4,0,998,3,0,3000,1,1,9611,1,0,,,,,,,3,3,3,3,2,3,3,1,3,2,1,1,1,1,1,1,1,1,6,3,2,0,4,2,1,1,0,0,1,0,4800,,2,2,2,2,60608.54179392554,.73285705,28830.152,.77186227,60608.5417939679,.73285705,25228.771,.77186239
737,0,22,6,3,3,1,10,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,0,,,,,1,3999,1,0,1,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,4,2,3,4,1,2,4,999999,5,7,1,1,1,73105.46600051527,.88396543,34774.664,.93101317,73105.46600056636,.88396543,30430.713,.93101329
738,1,70,6,9,,,,0,0,0,,,,,,,,,,,,,1,,0,0,1,0,999,1,9,,2,9,,1,2,9521,,,,,,,,,2,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,6,3,2,0,0,0,1,999999,9,2,3,4,5,66389.5134071592,.80275851,31580.033,.84548414,66389.5134072056,.80275851,27635.145,.84548426
739,0,26,6,1,1,1,5,0,0,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,2,1,50,1,1,99998,0,,,,,1,9511,1,0,0,10,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,6,1,3,1,1,3,3,6000,,5,1,2,2,102202.1704099637,1.2357925,48615.328,1.3015656,102202.1704100351,1.2357925,42542.438,1.3015659
740,0,30,6,3,3,3,5,0,1,0,,,,,,,,,,,,,0,10,-1,-50,1,0,50,1,0,998,3,0,7000,1,1,9723,1,0,,,,,,,2,2,2,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,4,0,2,0,4,3,2,3,0,0,0,1,6000,,3,2,2,2,72584.40269355355,.87766492,34526.805,.92437732,72584.40269360428,.87766492,30213.816,.92437744
741,0,23,6,3,3,1,7,0,1,0,,,,,,,,,,,,,1,,-1,-15,1,3,60,1,0,998,2,1,99998,0,,,,,1,9622,1,0,0,10,2,1,1,2,3,0,9,0,0,0,1,0,1,1,1,1,0,0,8,2,1,3,4,6,2,3,1,1,3,3,999999,9,6,1,1,1,76518.39900790477,.92523342,36398.121,.97447759,76518.39900795826,.92523342,31851.371,.97447771
742,0,45,32,4,4,4,0,0,0,1,1,0,,1,,,,,,0,0,,1,,0,0,1,2,50,1,0,998,3,1,99998,1,1,7121,0,0,,,,,,,1,2,1,3,3,3,3,2,0,3,1,1,1,1,1,1,1,1,3,0,0,1,3,6,1,2,1,0,2,0,50000,,3,3,3,4,70113.75836916809,.84779078,33806.168,.90508389,70113.7583692171,.84779078,29583.199,.90508401
743,1,39,32,2,2,3,8,2,1,0,,,,,,,,,,,,,1,,-1,-50,1,2,30,1,1,50,1,0,99999,1,10,.a,,,,,,,,,2,2,2,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,4,6,1,3,2,1,3,4,999999,9,6,2,3,3,54333.59706188602,.65698266,26197.58,.70138109,54333.597061924,.65698266,22925.053,.70138115
744,0,43,32,2,2,1,5,1,0,0,,,,,,,,,,,,,1,,-1,-40,0,0,998,2,0,998,2,9,,1,1,9999,0,1,,,,,,,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,3,1,4,0,0,2,0,999999,9,2,2,3,3,87672.52188661999,1.0601051,42272.332,1.1317463,87672.52188668125,1.0601051,36991.793,1.1317464
745,1,33,32,3,3,1,9,0,1,0,,,,,,,,,,,,,1,,-1,-100,1,1,100,1,0,998,5,0,3000,0,,,,,1,9111,0,0,1,9,2,1,2,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,1,0,4,3,0,2,0,0,1,0,999999,2,1,2,2,2,61412.05611756966,.74257284,29610.541,.79275542,61412.05611761258,.74257284,25911.676,.79275554
746,0,18,32,1,1,1,8,3,2,0,,,,,,,,,,,,,1,,0,0,1,4,60,1,0,998,3,0,5000,0,,,,,1,8999,0,0,1,9,3,3,3,1,2,3,9,2,2,1,1,1,0,1,1,1,1,0,15,3,4,1,4,2,3,8,0,0,4,3,999999,9,5,1,1,1,111111.4123882299,1.3435199,53573.668,1.434314,111111.4123883076,1.3435199,46881.398,1.4343143
747,0,20,16,8,,,,0,0,0,,,,,,,,,,,,,0,12,0,0,0,0,998,5,9,,5,9,,1,1,9111,0,0,,,,,,,5,5,5,0,3,0,3,0,3,0,0,0,0,1,0,0,0,0,10,2,0,2,4,3,3,2,0,0,0,9,999999,1,2,1,1,1,112006.0591984901,1.3543377,51537.129,1.3797903,112006.0591985684,1.3543377,45099.258,1.3797905
748,0,45,32,1,2,1,10,1,1,0,,,,,,,,,,,,,0,10,0,0,0,0,998,2,0,998,2,0,10000,1,1,7121,0,0,,,,,,,2,1,1,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,4,3,1,1,1,0,1,1,8000,,2,3,3,4,77897.74576186911,.941912,37559.309,1.0055658,77897.74576192358,.941912,32867.508,1.0055659
749,1,41,32,2,2,1,7,1,0,0,,,,,,,,,,,,,1,,1,80,0,0,998,2,0,998,2,0,6000,0,,,,,1,9511,0,0,1,9,1,1,1,2,9,3,2,1,9,2,1,1,1,1,1,1,1,0,5,0,1,0,5,2,1,3,0,0,4,3,999999,9,4,2,3,3,70350.89325390714,.85065812,33920.508,.90814501,70350.89325395631,.85065812,29683.254,.90814513
750,0,24,32,4,4,1,1,0,0,0,,,,,,,,,,,,,1,,1,40,0,0,998,5,0,998,5,0,15000,1,8,.a,8,8,,,,,,,3,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,1,0,0,3,6,2,3,1,0,3,3,16000,,4,1,1,1,107712.3701738734,1.3024199,51934.777,1.3904365,107712.3701739487,1.3024199,45447.234,1.3904368
751,1,38,32,1,1,2,9,0,1,0,,,,,,,,,,,,,0,10,-1,-25,0,0,998,4,0,998,3,0,1500,1,1,9621,0,0,,,,,,,2,1,1,1,0,1,1,2,1,1,1,0,0,1,0,0,0,0,2,0,1,0,4,3,0,1,0,0,1,0,2000,,1,2,3,3,61412.05611756966,.74257284,29610.541,.79275542,61412.05611761258,.74257284,25911.676,.79275554
752,1,26,29,9,,,,1,1,0,,,,,,,,,,,,,1,,-1,999,0,0,998,3,1,50,1,0,99999,0,,,,,1,8349,1,0,0,10,2,2,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,5,1,2,0,4,3,1,1,0,0,1,1,999999,3,2,1,2,2,65522.0131004295,.79226899,27285.186,.73049927,65522.0131004753,.79226899,23876.799,.73049939
753,1,27,29,4,3,3,10,3,2,0,,,,,,,,,,,,,1,,-1,-55,1,1,95,1,0,998,2,0,4000,0,,,,,8,.a,8,8,,,4,4,4,3,3,2,3,1,1,0,1,1,1,1,0,1,0,0,4,1,0,0,3,6,0,1,0,0,1,2,1500,,1,1,2,2,61067.2672309757,.7384038,25430.105,.6808337,61067.26723101839,.7384038,22253.449,.68083382
754,0,35,29,3,3,1,8,1,1,0,,,,,,,,,,,,,0,10,0,0,0,0,998,4,1,50,1,0,300,1,1,4999,1,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,4,3,1,1,1,0,1,8000,,6,2,3,3,65941.33090061411,.79733926,27459.801,.73517424,65941.33090066021,.79733926,24029.602,.7351743
755,0,40,29,2,2,9,3,3,3,1,1,0,,1,,,,,,0,0,,0,10,-1,-70,0,0,998,5,1,70,1,0,1000,1,1,9331,0,0,,,,,,,2,5,1,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,5,0,3,0,4,3,2,1,0,0,1,1,999999,2,2,2,3,3,79968.99447317247,.96695679,33301.309,.89156747,79968.99447322836,.96695679,29141.406,.89156759
756,0,34,29,2,2,3,7,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,3,1,99998,1,10,.a,,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,6,5,1,2,2,0,2,2,10000,,5,2,2,2,88074.85814056503,1.06497,36676.816,.98193902,88074.8581406266,1.06497,32095.254,.98193914
757,1,37,29,3,1,1,6,3,2,0,,,,,,,,,,,,,1,,-1,-5,0,0,998,2,1,50,1,0,4000,0,,,,,1,8999,0,0,0,10,2,2,1,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,4,0,2,0,4,3,1,2,0,1,1,1,6000,,3,2,3,3,54096.46397477942,.65411532,22527.27,.60311681,54096.46397481723,.65411532,19713.229,.60311693
758,1,34,29,1,2,1,8,1,1,1,1,0,,1,,,,,,0,0,,1,,-1,-50,0,0,998,3,1,50,1,1,99998,0,,,,,10,.a,,,,,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,5,3,1,2,0,1,0,3,12000,,3,2,2,2,54096.46397477942,.65411532,22527.27,.60311681,54096.46397481723,.65411532,19713.229,.60311693
759,0,37,29,3,3,9,5,2,2,0,,,,,,,,,,,,,0,11,-1,-60,0,0,998,4,1,50,1,0,3000,1,1,7121,0,0,,,,,,,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,3,0,4,6,0,2,0,0,1,1,4500,,1,2,3,3,74532.01946345007,.90121484,31037.203,.83095109,74532.01946350218,.90121484,27160.123,.83095115
760,0,44,29,2,9,1,8,3,3,0,,,,,,,,,,,,,1,,-1,999,1,4,90,1,1,80,1,0,6000,1,5,.a,8,8,,,,,,,1,2,2,3,3,3,9,3,0,9,0,0,1,1,1,1,1,0,5,1,0,0,4,3,1,3,0,0,4,4,3000,,4,2,3,3,85380.53399861987,1.0323912,35554.824,.95190024,85380.53399867954,1.0323912,31113.418,.95190036
761,1,42,18,3,1,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-30,1,2,999,1,0,998,2,1,99998,1,2,9899,1,1,,,,,,,2,3,1,3,9,9,9,9,9,3,1,0,0,0,0,0,0,0,5,1,0,1,4,3,1,3,1,0,2,4,999999,9,3,2,3,3,83298.42364821371,1.007215,40739.676,1.0907129,83298.42364827194,1.007215,35650.594,1.090713
762,1,26,18,1,1,3,5,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,3,999,1,0,998,2,9,,0,,,,,2,9999,1,0,0,10,1,2,1,2,2,0,2,3,3,0,1,0,1,1,1,1,1,0,5,1,0,0,6,5,1,2,1,1,3,2,999999,2,6,1,2,2,83193.84751287106,1.0059506,40688.531,1.0893437,83193.84751292921,1.0059506,35605.836,1.0893438
763,1,26,18,2,2,3,4,0,1,1,1,0,,1,,,,,,0,0,,1,,-1,-40,1,1,100,1,0,998,2,1,99998,0,,,,,1,9999,1,0,0,10,1,2,1,0,1,0,3,1,0,1,1,0,0,1,0,1,1,0,3,1,0,0,6,8,1,2,0,1,1,0,999999,2,4,1,2,2,107719.0136904339,1.3025002,52683.324,1.4104772,107719.0136905093,1.3025002,46102.273,1.4104773
